"Activity" "Subject" "Type" "Coordinate" "mean" "std"
"STAYING" 30 "tBodyGyro" "Y" -0.0717482452402089 -0.538990663942298
"STAYING" 30 "tBodyGyro" "Z" 0.0834544586693995 -0.589783442185379
"STAYING" 30 "tBodyGyroJerk" "X" -0.0926769005274151 -0.780636429556136
"STAYING" 30 "tBodyGyroJerk" "Y" -0.0412903779669452 -0.79894807305483
"STAYING" 30 "tBodyGyroJerk" "Z" -0.0493556177875196 -0.76322854691906
"STAYING" 30 "tBodyGyroJerkMag" NA -0.785870931331593 -0.810398514673629
"STAYING" 30 "tBodyGyroMag" NA -0.510032754098198 -0.573779428671018
"STAYING" 30 "tGravityAcc" "X" 0.696858200678851 -0.974319118563969
"STAYING" 30 "tGravityAcc" "Y" 0.0512698188974987 -0.952288292767624
"STAYING" 30 "tGravityAcc" "Z" 0.184343178348037 -0.92943263464752
"STAYING" 30 "tGravityAccMag" NA -0.538131194183003 -0.588158111633681
"LAYING" 10 "fBodyAcc" "X" -0.391578450863636 -0.393411346447475
"LAYING" 10 "fBodyAcc" "Y" -0.384966594429798 -0.42583273029202
"LAYING" 10 "fBodyAcc" "Z" -0.554573027192929 -0.511764535653535
"LAYING" 10 "fBodyAccJerk" "X" -0.412057314516667 -0.418627017293636
"LAYING" 10 "fBodyAccJerk" "Y" -0.463058241109444 -0.466687914596465
"LAYING" 10 "fBodyAccJerk" "Z" -0.645684616799495 -0.72073657040404
"LAYING" 10 "fBodyAccJerkMag" NA -0.385138891111111 -0.447367612044293
"LAYING" 10 "fBodyAccMag" NA -0.388684286908081 -0.535760386288384
"LAYING" 10 "fBodyGyro" "X" -0.523601248676313 -0.612021917085859
"LAYING" 10 "fBodyGyro" "Y" -0.545223158712121 -0.429815824722222
"LAYING" 10 "fBodyGyro" "Z" -0.458413809783333 -0.556786812576768
"LAYING" 10 "fBodyGyroJerkMag" NA -0.710849269646465 -0.741397840909091
"LAYING" 10 "fBodyGyroMag" NA -0.572513090661616 -0.573538825626263
"LAYING" 10 "tBodyAcc" "X" 0.276977089565657 -0.391986316171717
"LAYING" 10 "tBodyAcc" "Y" -0.0170332984576263 -0.385673788492929
"LAYING" 10 "tBodyAcc" "Z" -0.110873504487879 -0.498647004568434
"LAYING" 10 "tBodyAccJerk" "X" 0.0794633942257576 -0.388135257723232
"LAYING" 10 "tBodyAccJerk" "Y" 0.0169399674191919 -0.446206050364596
"LAYING" 10 "tBodyAccJerk" "Z" -0.0162372728227273 -0.68333034690404
"LAYING" 10 "tBodyAccJerkMag" NA -0.462110641822066 -0.409095655168687
"LAYING" 10 "tBodyAccMag" NA -0.357419738586162 -0.424185928311495
"LAYING" 10 "tBodyGyro" "X" -0.0150986647713131 -0.58889324085202
"LAYING" 10 "tBodyGyro" "Y" -0.0917433860077424 -0.465358408925253
"LAYING" 10 "tBodyGyro" "Z" 0.0852285528396465 -0.496858788129293
"LAYING" 10 "tBodyGyroJerk" "X" -0.111993956719192 -0.632505796969697
"LAYING" 10 "tBodyGyroJerk" "Y" -0.0397793980300505 -0.708431890757576
"LAYING" 10 "tBodyGyroJerk" "Z" -0.0573109579154545 -0.607442629772727
"LAYING" 10 "tBodyGyroJerkMag" NA -0.665691018181818 -0.714913442525253
"LAYING" 10 "tBodyGyroMag" NA -0.388314506775758 -0.522604974987475
"LAYING" 10 "tGravityAcc" "X" 0.740684960252525 -0.964710125
"LAYING" 10 "tGravityAcc" "Y" -0.207161356161616 -0.95504237949495
"LAYING" 10 "tGravityAcc" "Z" 0.108410428305944 -0.927801700555556
"LAYING" 10 "tGravityAccMag" NA -0.357419738586162 -0.424185928311495
"LAYING" 12 "fBodyAcc" "X" -0.578920210879375 -0.586922577889687
"LAYING" 12 "fBodyAcc" "Y" -0.523287078731563 -0.553076639139062
"LAYING" 12 "fBodyAcc" "Z" -0.7266403145 -0.709983235125
"LAYING" 12 "fBodyAccJerk" "X" -0.599109317756219 -0.602960063359688
"LAYING" 12 "fBodyAccJerk" "Y" -0.591296422972219 -0.579168053712969
"LAYING" 12 "fBodyAccJerk" "Z" -0.7754265825625 -0.80858300040625
"LAYING" 12 "fBodyAccJerkMag" NA -0.564239194378438 -0.571614888155312
"LAYING" 12 "fBodyAccMag" NA -0.55928367746625 -0.65053328158
"LAYING" 12 "fBodyGyro" "X" -0.661246826087188 -0.750393858303125
"LAYING" 12 "fBodyGyro" "Y" -0.74479814778125 -0.7334567315
"LAYING" 12 "fBodyGyro" "Z" -0.657369914584375 -0.70823315425
"LAYING" 12 "fBodyGyroJerkMag" NA -0.78990285099375 -0.7973614576875
"LAYING" 12 "fBodyGyroMag" NA -0.717311676745625 -0.719438065809375
"LAYING" 12 "tBodyAcc" "X" 0.27360872421875 -0.583962207065
"LAYING" 12 "tBodyAcc" "Y" -0.018337204411489 -0.522040023435
"LAYING" 12 "tBodyAcc" "Z" -0.106649116775 -0.699293531365625
"LAYING" 12 "tBodyAccJerk" "X" 0.070430311315625 -0.582418267596875
"LAYING" 12 "tBodyAccJerk" "Y" 0.0053115377979375 -0.571359817082031
"LAYING" 12 "tBodyAccJerk" "Z" 0.0003081123684 -0.79262193625
"LAYING" 12 "tBodyAccJerkMag" NA -0.6300504918575 -0.566365683597188
"LAYING" 12 "tBodyAccMag" NA -0.559586545675313 -0.5743864944925
"LAYING" 12 "tBodyGyro" "X" -0.0628663472537188 -0.727881704983125
"LAYING" 12 "tBodyGyro" "Y" -0.0592027333975 -0.73506282621875
"LAYING" 12 "tBodyGyro" "Z" 0.0960742146838125 -0.671057678528125
"LAYING" 12 "tBodyGyroJerk" "X" -0.0731134377315625 -0.709726149496875
"LAYING" 12 "tBodyGyroJerk" "Y" -0.043678823491875 -0.8112325993125
"LAYING" 12 "tBodyGyroJerk" "Z" -0.0574585039485312 -0.749351860259375
"LAYING" 12 "tBodyGyroJerkMag" NA -0.77729447821875 -0.7863865328125
"LAYING" 12 "tBodyGyroMag" NA -0.63166805889875 -0.68485805678325
"LAYING" 12 "tGravityAcc" "X" 0.69922245131875 -0.96738343446875
"LAYING" 12 "tGravityAcc" "Y" 0.029976775735 -0.9605729084375
"LAYING" 12 "tGravityAcc" "Z" 0.0330295544910625 -0.9468085636875
"LAYING" 12 "tGravityAccMag" NA -0.559586545675313 -0.5743864944925
"LAYING" 13 "fBodyAcc" "X" -0.638817912651682 -0.620602036452599
"LAYING" 13 "fBodyAcc" "Y" -0.493467193137125 -0.462584458627829
"LAYING" 13 "fBodyAcc" "Z" -0.629736258731804 -0.599036895271407
"LAYING" 13 "fBodyAccJerk" "X" -0.66008217407156 -0.649606227431844
"LAYING" 13 "fBodyAccJerk" "Y" -0.603340489937615 -0.562129866937645
"LAYING" 13 "fBodyAccJerk" "Z" -0.710831730361468 -0.744823539571865
"LAYING" 13 "fBodyAccJerkMag" NA -0.607295296423853 -0.617075473106453
"LAYING" 13 "fBodyAccMag" NA -0.589928108599083 -0.665344858593272
"LAYING" 13 "fBodyGyro" "X" -0.65864242140581 -0.734657989051988
"LAYING" 13 "fBodyGyro" "Y" -0.647152817899388 -0.650623558847401
"LAYING" 13 "fBodyGyro" "Z" -0.620471226529052 -0.685774481529052
"LAYING" 13 "fBodyGyroJerkMag" NA -0.712054366504281 -0.733183567759939
"LAYING" 13 "fBodyGyroMag" NA -0.652225306544343 -0.691915161336391
"LAYING" 13 "tBodyAcc" "X" 0.275895876198777 -0.624844460199083
"LAYING" 13 "tBodyAcc" "Y" -0.0176504796070948 -0.448816097853364
"LAYING" 13 "tBodyAcc" "Z" -0.109135285550765 -0.587230562129052
"LAYING" 13 "tBodyAccJerk" "X" 0.0794393034550306 -0.638889532599083
"LAYING" 13 "tBodyAccJerk" "Y" 0.00387961953328135 -0.569700547488012
"LAYING" 13 "tBodyAccJerk" "Z" -0.0123485923641621 -0.728452966311927
"LAYING" 13 "tBodyAccJerkMag" NA -0.625466938809174 -0.610248540269939
"LAYING" 13 "tBodyAccMag" NA -0.539871637249541 -0.597230982062691
"LAYING" 13 "tBodyGyro" "X" -0.0562470618980061 -0.715109859672783
"LAYING" 13 "tBodyGyro" "Y" -0.0616613787494801 -0.645728612088685
"LAYING" 13 "tBodyGyro" "Z" 0.098866059686422 -0.643337285033639
"LAYING" 13 "tBodyGyroJerk" "X" -0.0881182379434251 -0.715772980189602
"LAYING" 13 "tBodyGyroJerk" "Y" -0.0440836605146789 -0.718988591831804
"LAYING" 13 "tBodyGyroJerk" "Z" -0.0582718748712538 -0.712716428498471
"LAYING" 13 "tBodyGyroJerkMag" NA -0.712745036012232 -0.712056186747706
"LAYING" 13 "tBodyGyroMag" NA -0.581215403184709 -0.636364939544342
"LAYING" 13 "tGravityAcc" "X" 0.709996516908257 -0.967268063455658
"LAYING" 13 "tGravityAcc" "Y" -0.0420858101162079 -0.953540716850153
"LAYING" 13 "tGravityAcc" "Z" 0.0443010536786239 -0.938727880275229
"LAYING" 13 "tGravityAccMag" NA -0.539871637249541 -0.597230982062691
"LAYING" 18 "fBodyAcc" "X" -0.714227764615385 -0.687850549203297
"LAYING" 18 "fBodyAcc" "Y" -0.663659666593407 -0.632838238002747
"LAYING" 18 "fBodyAcc" "Z" -0.761229192087912 -0.694874090513736
"LAYING" 18 "fBodyAccJerk" "X" -0.750020077252747 -0.742517893708791
"LAYING" 18 "fBodyAccJerk" "Y" -0.744113444532967 -0.739197834642857
"LAYING" 18 "fBodyAccJerk" "Z" -0.833032083021978 -0.860168954615385
"LAYING" 18 "fBodyAccJerkMag" NA -0.742323821887363 -0.750189976318681
"LAYING" 18 "fBodyAccMag" NA -0.697732862178571 -0.733904051236264
"LAYING" 18 "fBodyGyro" "X" -0.787757637521978 -0.812175241332418
"LAYING" 18 "fBodyGyro" "Y" -0.816385880247253 -0.759665554340659
"LAYING" 18 "fBodyGyro" "Z" -0.755926770686813 -0.766381665384615
"LAYING" 18 "fBodyGyroJerkMag" NA -0.88466302260989 -0.902206780607143
"LAYING" 18 "fBodyGyroMag" NA -0.816286626730769 -0.789777674554945
"LAYING" 18 "tBodyAcc" "X" 0.276324152142857 -0.694616884972527
"LAYING" 18 "tBodyAcc" "Y" -0.0172831546595266 -0.627117507326923
"LAYING" 18 "tBodyAcc" "Z" -0.108112251068681 -0.701596039615385
"LAYING" 18 "tBodyAccJerk" "X" 0.077480921531044 -0.734644450054945
"LAYING" 18 "tBodyAccJerk" "Y" 0.0128850449171841 -0.732969175274725
"LAYING" 18 "tBodyAccJerk" "Z" 0.000848545124184616 -0.847257765851648
"LAYING" 18 "tBodyAccJerkMag" NA -0.753904676895604 -0.745212812708791
"LAYING" 18 "tBodyAccMag" NA -0.658370952115385 -0.689671890376374
"LAYING" 18 "tBodyGyro" "X" -0.0373993798891484 -0.804533729046703
"LAYING" 18 "tBodyGyro" "Y" -0.0678200104982143 -0.777361713653846
"LAYING" 18 "tBodyGyro" "Z" 0.0908402866868132 -0.745612483131868
"LAYING" 18 "tBodyGyroJerk" "X" -0.0944029581558242 -0.842893477884615
"LAYING" 18 "tBodyGyroJerk" "Y" -0.044169186546978 -0.884050472967033
"LAYING" 18 "tBodyGyroJerk" "Z" -0.0568482569002198 -0.83861466293956
"LAYING" 18 "tBodyGyroJerkMag" NA -0.859899942335165 -0.88856533728022
"LAYING" 18 "tBodyGyroMag" NA -0.714735668626374 -0.775779058758242
"LAYING" 18 "tGravityAcc" "X" 0.716863248351648 -0.980138675796703
"LAYING" 18 "tGravityAcc" "Y" -0.01578199625 -0.969542030412088
"LAYING" 18 "tGravityAcc" "Z" 0.0899901746593407 -0.959434177692308
"LAYING" 18 "tGravityAccMag" NA -0.658370952115385 -0.689671890376374
"LAYING" 20 "fBodyAcc" "X" -0.612641113666949 -0.60314894923565
"LAYING" 20 "fBodyAcc" "Y" -0.426398722000395 -0.381534028764124
"LAYING" 20 "fBodyAcc" "Z" -0.665006945724294 -0.647515612457627
"LAYING" 20 "fBodyAccJerk" "X" -0.652264226931438 -0.634710081102825
"LAYING" 20 "fBodyAccJerk" "Y" -0.557791286001412 -0.525907610282373
"LAYING" 20 "fBodyAccJerk" "Z" -0.732835648957627 -0.760509114748588
"LAYING" 20 "fBodyAccJerkMag" NA -0.584571446817062 -0.597351046813729
"LAYING" 20 "fBodyAccMag" NA -0.560278889421186 -0.648306198707062
"LAYING" 20 "fBodyGyro" "X" -0.626445370827119 -0.704481841200565
"LAYING" 20 "fBodyGyro" "Y" -0.591039733449633 -0.567588605842655
"LAYING" 20 "fBodyGyro" "Z" -0.518444509491525 -0.575002191142655
"LAYING" 20 "fBodyGyroJerkMag" NA -0.692638075749774 -0.694680032329943
"LAYING" 20 "fBodyGyroMag" NA -0.606970915061638 -0.635816314618644
"LAYING" 20 "tBodyAcc" "X" 0.268425757926554 -0.60484669490339
"LAYING" 20 "tBodyAcc" "Y" -0.0175912993773164 -0.369336706508757
"LAYING" 20 "tBodyAcc" "Z" -0.108029145824294 -0.634787346548023
"LAYING" 20 "tBodyAccJerk" "X" 0.079818125480791 -0.627098830685593
"LAYING" 20 "tBodyAccJerk" "Y" 0.00220928707107345 -0.527174601581921
"LAYING" 20 "tBodyAccJerk" "Z" -0.00450611895602542 -0.747362572898305
"LAYING" 20 "tBodyAccJerkMag" NA -0.619698756735028 -0.588644307467599
"LAYING" 20 "tBodyAccMag" NA -0.517257429345412 -0.572325820319209
"LAYING" 20 "tBodyGyro" "X" -0.0242488811785028 -0.684586332415254
"LAYING" 20 "tBodyGyro" "Y" -0.0789448418069209 -0.573677383024548
"LAYING" 20 "tBodyGyro" "Z" 0.0856280628860452 -0.52727797039661
"LAYING" 20 "tBodyGyroJerk" "X" -0.094982179135 -0.698354145936441
"LAYING" 20 "tBodyGyroJerk" "Y" -0.0414356124141243 -0.684280685533898
"LAYING" 20 "tBodyGyroJerk" "Z" -0.0543001277610169 -0.636715878557062
"LAYING" 20 "tBodyGyroJerkMag" NA -0.684048497355932 -0.683503744537853
"LAYING" 20 "tBodyGyroMag" NA -0.516861235888701 -0.580023613494576
"LAYING" 20 "tGravityAcc" "X" 0.628040637177966 -0.958201862627119
"LAYING" 20 "tGravityAcc" "Y" -0.0373059475847458 -0.952506793418079
"LAYING" 20 "tGravityAcc" "Z" 0.10723075947935 -0.940981537502825
"LAYING" 20 "tGravityAccMag" NA -0.517257429345412 -0.572325820319209
"LAYING" 24 "fBodyAcc" "X" -0.707613779580052 -0.664356691751496
"LAYING" 24 "fBodyAcc" "Y" -0.611509042586877 -0.594676790059055
"LAYING" 24 "fBodyAcc" "Z" -0.65585899482231 -0.655360521446194
"LAYING" 24 "fBodyAccJerk" "X" -0.752245372493438 -0.751378154304462
"LAYING" 24 "fBodyAccJerk" "Y" -0.703641614506562 -0.688280461860892
"LAYING" 24 "fBodyAccJerk" "Z" -0.719655747391076 -0.751628687821522
"LAYING" 24 "fBodyAccJerkMag" NA -0.696845583388451 -0.682447145993307
"LAYING" 24 "fBodyAccMag" NA -0.650121872273806 -0.705928425819685
"LAYING" 24 "fBodyGyro" "X" -0.722607377748032 -0.794063529133858
"LAYING" 24 "fBodyGyro" "Y" -0.753710479580053 -0.771969808976378
"LAYING" 24 "fBodyGyro" "Z" -0.70948857687664 -0.735749934304462
"LAYING" 24 "fBodyGyroJerkMag" NA -0.795019165380577 -0.796157264514436
"LAYING" 24 "fBodyGyroMag" NA -0.754131617480315 -0.782076276167979
"LAYING" 24 "tBodyAcc" "X" 0.276767046391076 -0.675459176298425
"LAYING" 24 "tBodyAcc" "Y" -0.0176822460103885 -0.582490655185302
"LAYING" 24 "tBodyAcc" "Z" -0.107914503687664 -0.636497458900262
"LAYING" 24 "tBodyAccJerk" "X" 0.0784735003467192 -0.74030054488189
"LAYING" 24 "tBodyAccJerk" "Y" 0.00396900308574016 -0.685979796261942
"LAYING" 24 "tBodyAccJerk" "Z" -0.00700960558805774 -0.736374232574803
"LAYING" 24 "tBodyAccJerkMag" NA -0.713667423769029 -0.689391189346457
"LAYING" 24 "tBodyAccMag" NA -0.620032665162467 -0.650862147810236
"LAYING" 24 "tBodyGyro" "X" -0.0212578096847769 -0.776199049939633
"LAYING" 24 "tBodyGyro" "Y" -0.0782440202677165 -0.763365457296588
"LAYING" 24 "tBodyGyro" "Z" 0.0841740375981627 -0.708251676335958
"LAYING" 24 "tBodyGyroJerk" "X" -0.0998294248142257 -0.764490030609974
"LAYING" 24 "tBodyGyroJerk" "Y" -0.0390749421383202 -0.792718702440945
"LAYING" 24 "tBodyGyroJerk" "Z" -0.0552987683401575 -0.796816516614173
"LAYING" 24 "tBodyGyroJerkMag" NA -0.791646550787402 -0.788997850813648
"LAYING" 24 "tBodyGyroMag" NA -0.682447212750656 -0.742983126606299
"LAYING" 24 "tGravityAcc" "X" 0.69498126808399 -0.975329699658793
"LAYING" 24 "tGravityAcc" "Y" 0.0729509702152231 -0.96089816664042
"LAYING" 24 "tGravityAcc" "Z" 0.0623227714146982 -0.955724566194226
"LAYING" 24 "tGravityAccMag" NA -0.620032665162467 -0.650862147810236
